Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Rajan Sharma,True Flagship Killer,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Best for this price point. A true flagship killer; Best for this price point. A true flagship killer,,Helpful,0,Comment
Jay,Oneplus6t gives you superpower to capture world with amazingly natural colours,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,One; One,,Helpful,0,Comment
Krupal Vala,Best mobile in budget.,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Best build quality,excellent camera performance with dual led flash,good stereo specker and nice back cover.
Only one drawback, take time to unlock the device by using finger but better to use face unlock feature. It's quicker than finger scan.
I have checked benchmark (Antutu) score.It's 295780.
I can say OnePlus 6T is far better than OnePlus 6; Best build quality,excellent camera performance with dual led flash,good stereo specker and nice back cover.; Only one drawback, take time to unlock the device by using finger but better to use face unlock feature. It's quicker than finger scan.; I have checked benchmark (Antutu) score.It's 295780.; I can say OnePlus 6T is far better than OnePlus 6",,Helpful,0,Comment
Abhijit M.,Amazing phone with amazing features.,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,I have been using this phone for the last 3 days and still learning. Its got loads of features.; I have been using this phone for the last 3 days and still learning. Its got loads of features.,,Helpful,0,Comment
Varun samala,Value for money,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"First of all thanks to Amazon for one day delivery .
Pros
Good display
Good camera quality
Good build quality
Cons:
Night cam needs to be improved
No notification Led
No FM radio; First of all thanks to Amazon for one day delivery .; Pros; Good display; Good camera quality; Good build quality; Cons:; Night cam needs to be improved; No notification Led; No FM radio",,Helpful,0,Comment
Shubham,Problem with slowmo video shoot!,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Slow motion video quality is very pathetic. When you try to shoot a video in slow motion the video screen turns dark and starts fading on/off. Not at all expected from newly launched phone.; Slow motion video quality is very pathetic. When you try to shoot a video in slow motion the video screen turns dark and starts fading on/off. Not at all expected from newly launched phone.,,Helpful,0,Comment
srujana,Great,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Awesome... Really worth buying; Awesome... Really worth buying,,Helpful,0,Comment
Shahid Shaikh,Issue with the slow motion mode,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Issue with the Camera Slow Motion Mode is Not Working in Home Black Shade is Moving from left to right Sound Quality is not that good; Issue with the Camera Slow Motion Mode is Not Working in Home Black Shade is Moving from left to right Sound Quality is not that good,33 people found this helpful,Helpful,4,4 Comments
Bhaskar Murudkar,Awesome mini computer,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Superb phone purchased 8gb ram and 256 GB variant.; Superb phone purchased 8gb ram and 256 GB variant.,,Helpful,0,Comment
Prashant,Amazing,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome phone with great battery life and best design...; Awesome phone with great battery life and best design...,,Helpful,0,Comment
Ruchir,Great phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Just a little less handy considering the huge screen but worth every penny spent. Amazing speed and quality; Just a little less handy considering the huge screen but worth every penny spent. Amazing speed and quality,,Helpful,0,Comment
ARB,SUPER ALL IN ONE,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Super phone....ONEPLUS 6T; Super phone....ONEPLUS 6T,,Helpful,0,Comment
Tejas,Super phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Super phone; Super phone,,Helpful,0,Comment
Manjunath G.,Worth for money,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Good quality; Good quality,,Helpful,0,Comment
arvind,Excellent Mobile,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent mobile for this price; Excellent mobile for this price,,Helpful,0,Comment
Chenna Kesav,Never settle ❤️,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,No compromises 🔥💪; No compromises 🔥💪,,Helpful,0,Comment
priyanka patange,Got a defective piece.,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"The phone got stuck while using one of camera features. Its not even getting restarted. The screen is freezed thus, not allowing to proceed further. Hope i get a replacement soon.; The phone got stuck while using one of camera features. Its not even getting restarted. The screen is freezed thus, not allowing to proceed further. Hope i get a replacement soon.",9 people found this helpful,Helpful,1,1 Comment
abhijit_007,OnePlus 6t,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,A must needed phone; A must needed phone,,Helpful,1,1 Comment
Mathan,No handset?,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Inside box no handset; Inside box no handset,,Helpful,0,Comment
Aishwarya Pramod Mall,Add a second speaker,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Pros are many. They just need to add a few things like to speakers instead of one and Dock charging.; Pros are many. They just need to add a few things like to speakers instead of one and Dock charging.,,Helpful,0,Comment
Jatin Guliani,Wonderful phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,As always oneplus rocks!; As always oneplus rocks!,,Helpful,0,Comment
Ankit choudhary,Oneplus 6t,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Osm phone just go for it; Osm phone just go for it,,Helpful,0,Comment
Amazon Customer,Eye catcher,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Best design,best features and that too very fast
Just go for it!!!; Best design,best features and that too very fast; Just go for it!!!",,Helpful,0,Comment
Amazon Customer,Mobile of the year,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,OnePlus always bring latest & new technology on its mobile.; OnePlus always bring latest & new technology on its mobile.,,Helpful,1,1 Comment
PRASHANT PATEL,One plus 6t,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Nice phone; Nice phone,,Helpful,0,Comment
Amazon Customer,Fingerprint scanner,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Every thing was good but the scanner is a bit slow and sometimes it was not responding properly. And I have found some scratches on the pre-applied screen protector. But mobile is awesome !; Every thing was good but the scanner is a bit slow and sometimes it was not responding properly. And I have found some scratches on the pre-applied screen protector. But mobile is awesome !,One person found this helpful,Helpful,1,1 Comment
Nikhil vyas,DONT BUY 6T,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Please don't buy..gets heated, doesn't start
Customer care has no interest pls don't buy 6t worst one plus product; Please don't buy..gets heated, doesn't start; Customer care has no interest pls don't buy 6t worst one plus product",13 people found this helpful,Helpful,2,2 Comments
althaf,GRT phone but there s no headphone jack.,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Good phone..nice picture quality ,sound and battery ..but there is slight touchscreen problem especially in top corner..; Good phone..nice picture quality ,sound and battery ..but there is slight touchscreen problem especially in top corner..",,Helpful,0,Comment
By2coffee,It is something else,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great phone at a great price. Definitely a must buy flagship killer!; Great phone at a great price. Definitely a must buy flagship killer!,,Helpful,0,Comment
sonam thakur,"Product is awesome just one thing, Effects while cliking from camera like in other phones",5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Product is awesome . camera is jst speechlessly awesome but one thing is lacking behind that is Not having effects while cliking from camera like do have in other one plus phones. Rest all is nice to use , fingerprint is lil less smartly active in compare to Face recognition(its superb). No regrets after buying One plus 6t; Product is awesome . camera is jst speechlessly awesome but one thing is lacking behind that is Not having effects while cliking from camera like do have in other one plus phones. Rest all is nice to use , fingerprint is lil less smartly active in compare to Face recognition(its superb). No regrets after buying One plus 6t",,Helpful,0,Comment
Pushpakanth,Brilliant OnePlus 6T,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"OnePlus has always focused on speed, build quality and a brilliant camera. This new version of OnePlus keeps the promise. It does well in all the fields it aims to make a mark in; OnePlus has always focused on speed, build quality and a brilliant camera. This new version of OnePlus keeps the promise. It does well in all the fields it aims to make a mark in",,Helpful,0,Comment
Aniket Borkar,Definitely the fastest!!!,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Fastest in the market.
Face recognition combined with finger print scanner is the coolest way to unlock the phone.
Its so smooth to use.
Go for it.; Fastest in the market.; Face recognition combined with finger print scanner is the coolest way to unlock the phone.; Its so smooth to use.; Go for it.",,Helpful,0,Comment
Vimal Soni,World Record,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Got the most amazing phone in the world while participating in Guinness World Record event at Mumbai. This is my first OP phone. I am feeling proud to be OP Community Member.; Got the most amazing phone in the world while participating in Guinness World Record event at Mumbai. This is my first OP phone. I am feeling proud to be OP Community Member.,,Helpful,0,Comment
Mukul,Better than Best,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,1 thing i miss is earphones problem; 1 thing i miss is earphones problem,,Helpful,0,Comment
sandeep,oneplus 6T .. never lets u settle .. !!!,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"feels premium when u hold it .. camera is awesome though need to take this beast in low light and test it. volume is good. clear sound quality. battery life - have not tested yet but seems ok types . in display finger scan looks really awesome. face unlock is really really fast . didn't expect it to be so fast.
overall really really satisfied.; feels premium when u hold it .. camera is awesome though need to take this beast in low light and test it. volume is good. clear sound quality. battery life - have not tested yet but seems ok types . in display finger scan looks really awesome. face unlock is really really fast . didn't expect it to be so fast.; overall really really satisfied.",,Helpful,0,Comment
Amber F.,Awesome Phone,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Awesome Phone loved it it's future proof I have bought the high end variant loved it has enough storage just take this phone true value for money; Awesome Phone loved it it's future proof I have bought the high end variant loved it has enough storage just take this phone true value for money,One person found this helpful,Helpful,0,Comment
Dinesh Kumar,Good product,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"I have been using iPhones since more than a decade and for the first time, I changed over to Android phone. OnePlus 6T is a wonderful phone with latest technologies.; I have been using iPhones since more than a decade and for the first time, I changed over to Android phone. OnePlus 6T is a wonderful phone with latest technologies.",,Helpful,0,Comment
Satkar chhina,Iphone better watch out,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I've been a iphone user but this is the first time I'm using Android phone OnePlus 6t n trust me no words !! This phone is lit !! Really amazed n blown away by it !!; I've been a iphone user but this is the first time I'm using Android phone OnePlus 6t n trust me no words !! This phone is lit !! Really amazed n blown away by it !!,,Helpful,0,Comment
Atin Garg,Switched from iPhone and amazed from the very first second!,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I was initially hesitant to shift to Android after using iPhone for more than 4 years. But I went ahead with my gut and purchased this device on the very first day. The device came next day morning and trust me.. This device will amaze you.
The device is very fast and battery is long lasting. In most cases, apps loaded faster than the latest XR (my friend and I were testing) and the OnePlus Camera is better than iPhone XR.
The fingerprint unlock works as it should. It takes a little time longer than the screen unlock.
Overall, this is the perfect device if you don't want to spend a fortune on the latest iPhone and want to give this a try.; I was initially hesitant to shift to Android after using iPhone for more than 4 years. But I went ahead with my gut and purchased this device on the very first day. The device came next day morning and trust me.. This device will amaze you.; The device is very fast and battery is long lasting. In most cases, apps loaded faster than the latest XR (my friend and I were testing) and the OnePlus Camera is better than iPhone XR.; The fingerprint unlock works as it should. It takes a little time longer than the screen unlock.; Overall, this is the perfect device if you don't want to spend a fortune on the latest iPhone and want to give this a try.",,Helpful,0,Comment
ravi,Premier look wonderful features . But lil overpriced,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Premier look wonderful features . But lil overpriced; Premier look wonderful features . But lil overpriced,,Helpful,0,Comment
khushal,Awesome Phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Awesome picture quality and sound quality, best battery life; Awesome picture quality and sound quality, best battery life",,Helpful,0,Comment
kalyan,One plus!! Again you killed everyone with amazing smart phone!!,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Nice phone.. sound quality and picture quality and all very good but battery life is not good as I expected.. it's worth a phone to buy..; Nice phone.. sound quality and picture quality and all very good but battery life is not good as I expected.. it's worth a phone to buy..,,Helpful,0,Comment
Piyush,All and all the phone is nice,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Sound can be better but it is good.; Sound can be better but it is good.,,Helpful,0,Comment
Dany Philip john,Charging period is high,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Better life is good !! But it takes 1hr and 15 mins for complete charge; Better life is good !! But it takes 1hr and 15 mins for complete charge,One person found this helpful,Helpful,2,2 Comments
Gishanth,Rocking,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Well over all 1+ 6t is cool ...; Well over all 1+ 6t is cool ...,,Helpful,0,Comment
Shrikant,Unlocked the Power,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"> This flagship works better with its camera.
 I have upload the picture to know the camera quality of the phone.
>The 3750 mAh battery works good with better battery performance.
> The appearance & activation of fingerprint sensor is nice.; > This flagship works better with its camera.; I have upload the picture to know the camera quality of the phone.; >The 3750 mAh battery works good with better battery performance.; > The appearance & activation of fingerprint sensor is nice.",,Helpful,0,Comment
batman25663,Top notch performance,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"This is undoubtedly one of the best smartphone with top notch performance at a rate as much as half the price of iPhone X. Camera mode comes with different variants which makes it look really cool. A Booster for gaming, which comes with different configurations to handle the notifications and calls. Its long lasting battery, fast charging, navigation bar customization, quick on-screen fingerprint scanner, and plenty of storage, makes it a sensational smartphone at a much lower price than iPhone X, mate 20 pro and pixel 3.; This is undoubtedly one of the best smartphone with top notch performance at a rate as much as half the price of iPhone X. Camera mode comes with different variants which makes it look really cool. A Booster for gaming, which comes with different configurations to handle the notifications and calls. Its long lasting battery, fast charging, navigation bar customization, quick on-screen fingerprint scanner, and plenty of storage, makes it a sensational smartphone at a much lower price than iPhone X, mate 20 pro and pixel 3.",,Helpful,0,Comment
Umesh,The best phone I have every used.,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"A big fan of oneplus. This is so far the best from oneplus. The stock android and with oxygen OS makes your phone experience as smooth as it can ever be. The camera is very decent. The nightscape mode is okay, i miss the pro mode that was better but its okay. For gaming purposes this phone is a monster. Pubg or asphalt there is no lag. You will forget what does the word hanging means. The face unlock is super accurate even works in night.
Just buy it. Battery lasts all most 2 days.; A big fan of oneplus. This is so far the best from oneplus. The stock android and with oxygen OS makes your phone experience as smooth as it can ever be. The camera is very decent. The nightscape mode is okay, i miss the pro mode that was better but its okay. For gaming purposes this phone is a monster. Pubg or asphalt there is no lag. You will forget what does the word hanging means. The face unlock is super accurate even works in night.; Just buy it. Battery lasts all most 2 days.",One person found this helpful,Helpful,0,Comment
HashDroid,Speed has no limit,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Amazing phone ... Only should have had surround sound other than that it's incredible !; Amazing phone ... Only should have had surround sound other than that it's incredible !,,Helpful,0,Comment
Vishnu,Don't think twice ..just buy it,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,One word Flagship Killer; One word Flagship Killer,,Helpful,0,Comment
shankar s,Happy about the product,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Worth of money . Battery life is good. But the picture should have been improved; Worth of money . Battery life is good. But the picture should have been improved,,Helpful,0,Comment
Dayanikeval,Nice,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Nice; Nice,,Helpful,0,Comment
Amazon Customer,Speed and Battery life awesome,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Good purchased, value for money; Good purchased, value for money",,Helpful,0,Comment
Marslinvijay,Good product,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Awesome user experience except indisplay finger print sensor; Awesome user experience except indisplay finger print sensor,,Helpful,0,Comment
Divya Saini,#onepluslover,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Amazing phone but they could have offered wireless earphones at a discounted price for the customes who all made advance booking.; Amazing phone but they could have offered wireless earphones at a discounted price for the customes who all made advance booking.,,Helpful,0,Comment
Rajesh yadav,It is nice,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I like its full display and picture quality is good but temperd glass should be given to all customers; I like its full display and picture quality is good but temperd glass should be given to all customers,29 people found this helpful,Helpful,5,5 Comments
C s oberoi,Very average,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"1.Takes too long to charge...took 80minutes to charge from 10%-96%.
2.Battery life went down from 100%to 10% in less than 20hours without much usage.
3.Fingerprint sensor not very receptive.; 1.Takes too long to charge...took 80minutes to charge from 10%-96%.; 2.Battery life went down from 100%to 10% in less than 20hours without much usage.; 3.Fingerprint sensor not very receptive.",6 people found this helpful,Helpful,1,1 Comment
Pronoy,Pre book offer bugs,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"6T is yet another fine Discovery by OnePlus team.
Though I would have appreciated if C type earphones were given along for the people who pre-booked it.; 6T is yet another fine Discovery by OnePlus team.; Though I would have appreciated if C type earphones were given along for the people who pre-booked it.",,Helpful,0,Comment
Ankur Gupta,Amazing Gadget,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Amazing gadget, battery life is awesome... i charge in the morning and enjoy whole day without charging tension till night while whole day internet data is on. I already have Oneplus X and upgraded to Oneplus 6T was right decision for me.
Camera quality is awesome, i have compared with Samsung S9+, Galaxy Note 9 and other phones too....but no one can beat it.; Amazing gadget, battery life is awesome... i charge in the morning and enjoy whole day without charging tension till night while whole day internet data is on. I already have Oneplus X and upgraded to Oneplus 6T was right decision for me.; Camera quality is awesome, i have compared with Samsung S9+, Galaxy Note 9 and other phones too....but no one can beat it.",,Helpful,0,Comment
Saurabh P,Defective Handset,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,So I got my OnePlus 6T delivered last morning..and after charging for 30 mins when I switched it on..the screen seems to look like the image I uploaded..tried restarting the phone and also charging it..I hope I get a replacement or refund soon..very disappointed!!!; So I got my OnePlus 6T delivered last morning..and after charging for 30 mins when I switched it on..the screen seems to look like the image I uploaded..tried restarting the phone and also charging it..I hope I get a replacement or refund soon..very disappointed!!!,18 people found this helpful,Helpful,1,1 Comment
Amazon Customer,Just go for it ..Don't give a second thought,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Awesome phone ..worth waiting
Speed ultimate; Awesome phone ..worth waiting; Speed ultimate",,Helpful,0,Comment
Amazon Customer,Thanku oneplus for wonderful Diwali gift...,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Really oneplus 6T is a best phone in this time in market or in this price range..
Battery performance is best...
Camera quality is also good specially night mode..
Display is very smooth it's imagine feeling to use full HD water drop screen..; Really oneplus 6T is a best phone in this time in market or in this price range..; Battery performance is best...; Camera quality is also good specially night mode..; Display is very smooth it's imagine feeling to use full HD water drop screen..",,Helpful,0,Comment
Jay kothari,Awesome Phone!!!,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Awesome phone, very well performing!!!; Awesome phone, very well performing!!!",,Helpful,0,Comment
gaurav,Osm,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Osm; Osm,,Helpful,1,1 Comment
Tahseer Khan,Best phone in its price range,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome; Awesome,,Helpful,0,Comment
Basuraj Gurubasu Hippargi,One plus 6t - Best Smartphone of all,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"-2nd day delivery
-Best smartphone for the price offered
-Battery life is awesome... two days with normal usage without any heavy downloads
-Charging speed is awesome... 0-90% in 1 hour
-Blazing speed for games (PUBG)
-Feel night camera option is not good
-Overall happy with the product; -2nd day delivery; -Best smartphone for the price offered; -Battery life is awesome... two days with normal usage without any heavy downloads; -Charging speed is awesome... 0-90% in 1 hour; -Blazing speed for games (PUBG); -Feel night camera option is not good; -Overall happy with the product",,Helpful,2,2 Comments
himanshu,Oneplus6 vs oneplus6T,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"OnePlus 6T Pros
Bigger display with water drop notch design look beautiful and AMOLED panel also very good.
OnePlus 6T has upgraded 370mAh battery which is 400mAh bigger then OnePlus 6. It also comes with Dash charger one of the fastest smartphone chargers.
The base variant comes with 6GB RAM 128GB of storage and price are same as OnePlus 6 6GB RAM 128GB storage variant.
The main highlight it has the in-display fingerprint sensor and this is one of the fastest in-display fingerprint sensors.
OnePlus known for their stock like Oxygen OS and this time the OnePlus 6T comes with Android 9 pie.
New Camera mode like Nightscape and some other photography features are really good.
OnePlus 6T Cons
The Oneplus company known to listen to their consumer’s voice, but this time There is no 3.5mm audio jack.
The main cons of all OnePlus devices are lacs on microSD card support, yes it does not have any microSD card slot.
There is no IP rating for waterproof and dustproof.
OnePlus 6T does not have dual speakers like it should because other brands are now offering dual speaker setup.
This time OnePlus also use glass at the back but it does not support wireless charging. Now, these days every flagship smartphone has wireless charging support.
Frankly speaking the OnePlus 6 still a good device there is no major improvement on OnePlus 6T. If you are a OnePlus fan and wants to buy a new smartphone then you can buy this. But if you already have the OnePlus 6 then don’t waste your money because OnePlus 6 will get all the software feature via OTA updates...; OnePlus 6T Pros; Bigger display with water drop notch design look beautiful and AMOLED panel also very good.; OnePlus 6T has upgraded 370mAh battery which is 400mAh bigger then OnePlus 6. It also comes with Dash charger one of the fastest smartphone chargers.; The base variant comes with 6GB RAM 128GB of storage and price are same as OnePlus 6 6GB RAM 128GB storage variant.; The main highlight it has the in-display fingerprint sensor and this is one of the fastest in-display fingerprint sensors.; OnePlus known for their stock like Oxygen OS and this time the OnePlus 6T comes with Android 9 pie.; New Camera mode like Nightscape and some other photography features are really good.; OnePlus 6T Cons; The Oneplus company known to listen to their consumer’s voice, but this time There is no 3.5mm audio jack.; The main cons of all OnePlus devices are lacs on microSD card support, yes it does not have any microSD card slot.; There is no IP rating for waterproof and dustproof.; OnePlus 6T does not have dual speakers like it should because other brands are now offering dual speaker setup.; This time OnePlus also use glass at the back but it does not support wireless charging. Now, these days every flagship smartphone has wireless charging support.; Frankly speaking the OnePlus 6 still a good device there is no major improvement on OnePlus 6T. If you are a OnePlus fan and wants to buy a new smartphone then you can buy this. But if you already have the OnePlus 6 then don’t waste your money because OnePlus 6 will get all the software feature via OTA updates...",,Helpful,0,Comment
Vaijanath karpurmath,Good mobile,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Picture and its speed; Picture and its speed,,Helpful,0,Comment
Taha Amil Ansari,Rocking,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Great phone; Great phone,,Helpful,0,Comment
Shubham Nayak,Amazing,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Superb product. Change apple to one plus 6t.; Superb product. Change apple to one plus 6t.,One person found this helpful,Helpful,0,Comment
Hasan,Super fast amazing mob,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I'm shifting from op5 to op6T. Same experience. Only difference is little Faster with notch and and better camera; I'm shifting from op5 to op6T. Same experience. Only difference is little Faster with notch and and better camera,,Helpful,0,Comment
vishal dubey,Worth the money.,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Amazing phone. Must buy for the price.; Amazing phone. Must buy for the price.,,Helpful,0,Comment
Prerit Gupta,Expected more,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Not an upgrade over one plus 6 but it's ok..
Slightly overpriced
Fingerprint not that good physical fingerprints are better and faster; Not an upgrade over one plus 6 but it's ok..; Slightly overpriced; Fingerprint not that good physical fingerprints are better and faster",One person found this helpful,Helpful,0,Comment
yousuf b.,Nice,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Too good; Too good,,Helpful,0,Comment
Md.Arif Ali,Great,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Awsome purchase very fast Delivery.
Mobile is good blazing fast and small notch love the display.
In hand feel is good.
Great battery life with fast charge technology.
This is Value for money.
Caz getting free oneplus Type C bullets worth 1490rs/- free along with this mobile if and only if you pre booked this device.; Awsome purchase very fast Delivery.; Mobile is good blazing fast and small notch love the display.; In hand feel is good.; Great battery life with fast charge technology.; This is Value for money.; Caz getting free oneplus Type C bullets worth 1490rs/- free along with this mobile if and only if you pre booked this device.",One person found this helpful,Helpful,0,Comment
RAVINDRA KUMAR SINGH,Good in handling screen login exlent,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Ok very goid; Ok very goid,,Helpful,0,Comment
Vishwanil Chakraborty,Great phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Best smartphone i ever had; Best smartphone i ever had,,Helpful,0,Comment
Sunil Kumar Dammur,Ask review from others,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Quality is good but software issues, and night mode is not working properly; Quality is good but software issues, and night mode is not working properly",One person found this helpful,Helpful,0,Comment
Khoho,OnePlus 6T is here to stay as No.1 premium smart phone in days to come.,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,The high end features provided for the price is really amazing.; The high end features provided for the price is really amazing.,,Helpful,0,Comment
mahjabeen,Superb,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I preordered this phone but I don't get type c bullet earphones anyone can tell me how can I get these earphones free.; I preordered this phone but I don't get type c bullet earphones anyone can tell me how can I get these earphones free.,One person found this helpful,Helpful,0,Comment
s md hussain peer,OnePlus is best and face unlock is great 0.03 sec,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome phone and inbuilt finger print scanner is a step to feauture and speed of the phone is super.. even pubg runs like very smooth... No hearing issues and the phone charge like rapidly fast... Face unlock feature beats to iPhone x go guys buy the onplus6t with out thinking; Awesome phone and inbuilt finger print scanner is a step to feauture and speed of the phone is super.. even pubg runs like very smooth... No hearing issues and the phone charge like rapidly fast... Face unlock feature beats to iPhone x go guys buy the onplus6t with out thinking,,Helpful,0,Comment
Amazon Customer,Awesome,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great; Great,,Helpful,0,Comment
Ashish Taneja,Worth your money OnePlus 6T,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Eveyone knows about the picture quality but the 3700 maH battery and its fast charge feature is amazing.
Also, the speakers the sound quality is terrific and not to forget the graphics if you are a gaming person.; Eveyone knows about the picture quality but the 3700 maH battery and its fast charge feature is amazing.; Also, the speakers the sound quality is terrific and not to forget the graphics if you are a gaming person.",,Helpful,0,Comment
Anish kumar soni,Good,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Nice phone; Nice phone,,Helpful,0,Comment
lenny,Perfect,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Like - Everything; Like - Everything,,Helpful,0,Comment
Amazon Customer,Amazing phone and happy to grab one,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Amazing phone and happy to grab one picture &sound as desired and battery as per specification; Amazing phone and happy to grab one picture &sound as desired and battery as per specification,,Helpful,0,Comment
